"Strike ID","Date","Location","Area","Minimum people killed","Maximum people killed","Minimum civilians killed","Maximum civilians killed","Minimum children killed","Maximum children killed","Minimum people injured","Maximum people injured","Strike link","extra","Index","Year","House Majority Party","Senate Majority Party","Presidential Party","Unified?"
"Ob351",2014-11-11,"Dawa Toi, Datta Khel","North Waziristan",4,7,0,2,0,2,2,3,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob351",NA,"402",2014,"Republican","Democrat","Democrat","No"
"Ob352",2014-11-20,"Datta Khel","North Waziristan",5,8,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob352",NA,"403",2014,"Republican","Democrat","Democrat","No"
"Ob353",2014-11-26,"Garga, Shawal","North Waziristan",4,9,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob353",NA,"404",2014,"Republican","Democrat","Democrat","No"
"Ob354",2014-12-07,"Khar Tangi, Datta Khel","North Waziristan",4,6,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob354",NA,"405",2014,"Republican","Democrat","Democrat","No"
"Ob355",2014-12-20,"Datta Khel","North Waziristan",4,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob355",NA,"406",2014,"Republican","Democrat","Democrat","No"
"Ob356",2014-12-26,"Kund/Kundghar village, Shawal","North Waziristan",4,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob356",NA,"407",2014,"Republican","Democrat","Democrat","No"
"Ob357",2014-12-26,"Kund/Kundghar village, Shawal","North Waziristan",3,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob357",NA,"408",2014,"Republican","Democrat","Democrat","No"
"Ob358",2015-01-04,"Alwara Mandi, Datta Khel or Shawal","North Waziristan",6,10,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob358","http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#","409",2015,"Republican","Republican","Democrat","No"
"Ob359",2015-01-15,"Shawal","North Waziristan",5,7,2,2,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob359",NA,"410",2015,"Republican","Republican","Democrat","No"
"Ob360",2015-01-15,"Ladha district","South Waziristan",4,7,0,0,0,0,3,4,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob360",NA,"411",2015,"Republican","Republican","Democrat","No"
"Ob361",2015-01-19,"Shahi Khel, Shawal","North Waziristan",5,7,0,0,0,0,4,6,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob361",NA,"412",2015,"Republican","Republican","Democrat","No"
"Ob362",2015-01-28,"Shawal","North Waziristan",6,7,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob362",NA,"413",2015,"Republican","Republican","Democrat","No"
"Ob363",2015-03-18,"Shabak","Kurram Agency",3,3,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob363",NA,"414",2015,"Republican","Republican","Democrat","No"
"Ob364",2015-04-12,"Shawal","North Waziristan",4,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob364",NA,"415",2015,"Republican","Republican","Democrat","No"
"Ob365",2015-05-16,"Wara Mandi, Shawal","North Waziristan",4,7,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob365",NA,"416",2015,"Republican","Republican","Democrat","No"
"Ob366",2015-05-18,"Zoy Nari, Shawal","North Waziristan",3,6,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob366",NA,"417",2015,"Republican","Republican","Democrat","No"
"Ob367",2015-06-01,"Shawal","North Waziristan",4,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob367",NA,"418",2015,"Republican","Republican","Democrat","No"
"Ob368",2015-06-06,"Shawal or Datta Khel","North Waziristan",7,9,0,3,0,0,4,4,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob368",NA,"419",2015,"Republican","Republican","Democrat","No"
"Ob369",2015-08-06,"Alwara Mandi area, Datta Khel","North Waziristan",4,7,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob369",NA,"420",2015,"Republican","Republican","Democrat","No"
"Ob370",2015-09-01,"Karwanda village, Manzarkhel area, Dattakhel sub-division or Lawara Banga area of Shawal valley","North Waziristan",5,6,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob370",NA,"421",2015,"Republican","Republican","Democrat","No"
"Ob371",2016-01-09,"Mangrooti village, Shawal valley, Datta Khel tehsil","North Waziristan",5,5,0,0,0,0,2,2,"https://www.thebureauinvestigates.com/2016/01/11/obama-2016-pakistan-drone-strikes/#Ob371","https://www.thebureauinvestigates.com/2016/01/11/obama-2016-pakistan-drone-strikes/#","422",2016,"Republican","Republican","Democrat","No"
"Ob372",2016-02-22,"Shahidano Dhand, Lower Kurram","Kurram Agency",4,5,0,0,0,0,1,4,"https://www.thebureauinvestigates.com/2016/01/11/obama-2016-pakistan-drone-strikes/#Ob372","https://www.thebureauinvestigates.com/2016/01/11/obama-2016-pakistan-drone-strikes/#","423",2016,"Republican","Republican","Democrat","No"
"Ob373",2016-05-21,"Ahmad Wal","Balochistan",2,2,1,1,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/11/obama-2016-pakistan-drone-strikes/#Ob373",NA,"424",2016,"Republican","Republican","Democrat","No"
"T001",2017-03-02,"Unknown","Kurram Agency",2,2,0,0,0,0,0,0,NA,NA,"425",2017,"Republican","Republican","Republican","Republican"
"T002",2017-04-26,"Zuwai","North Waziristan",7,11,0,3,0,0,0,0,NA,NA,"426",2017,"Republican","Republican","Republican","Republican"
"T003",2017-05-24,"Unknown","North Waziristan",2,3,0,0,0,0,0,0,NA,NA,"427",2017,"Republican","Republican","Republican","Republican"
"T004",2017-06-13,"Hangu district","Khyber Pakhtunkhwa province",1,3,0,0,0,0,0,3,NA,NA,"428",2017,"Republican","Republican","Republican","Republican"
"T005",2017-09-15,"Ghuz Ghari village","Kurram Agency",3,3,0,0,0,0,1,2,NA,NA,"429",2017,"Republican","Republican","Republican","Republican"
"T006",2018-01-24,"Unclear","Unclear",1,3,0,0,0,0,0,0,NA,NA,"430",2018,"Republican","Republican","Republican","Republican"
